Destination;Country;Name;Avg_rating;No_votes;Attraction type
Albania;Albania;The Blue Eye;4.2;2030;Bodies of Water
Albania;Albania;Bunk'Art 1;4.6;1250;Military Museums ï History Museums
Albania;Albania;Dajti Ekspres Cable Car;4.4;1283;Trams
Albania;Albania;Butrint National Park;4.6;2638;National Parks
Albania;Albania;Bunk'Art 2;4.3;903;History Museums
Albania;Albania;Skanderbeg Square;4;1542;Points of Interest ï Landmarks
Albania;Albania;Berat Castle;4.5;1159;Architectural Buildings
Albania;Albania;Gjipe Beach;4.3;392;Beaches
Albania;Albania;Grand Park (Parku i Madh);4.4;389;Parks
Albania;Albania;Kruja Castle;4.3;627;Castles
Albania;Albania;Rozafa Castle;4.4;888;Castles
Albania;Albania;Gjirokaster Castle;4.3;972;Military Museums ï Historic Sites
Albania;Albania;Dhermi Beach;4.1;320;Beaches
Albania;Albania;Ohana Beach Bar;4.5;93;Beaches ï Beach & Pool Clubs
Albania;Albania;Xhamia Et'hem Bej;4.2;700;Religious Sites
Albania;Albania;Abaia Winery & Vineyard;4.9;176;Wineries ï Vineyards
Albania;Albania;Lekuresi Castle;3.8;824;Castles
Albania;Albania;Pulebardha Beach;3.8;265;Beaches
Albania;Albania;Mirror (Plazhi Pasqyra) Beach;3.9;357;Beaches
Albania;Albania;Shkodra Lake;4.2;294;Bodies of Water
Albania;Albania;Komani Lake By Wild Tour Albania;4.3;247;Bodies of Water
Albania;Albania;Orthodox Autocephalous Church of Albania;4.1;463;Religious Sites
Albania;Albania;Lake Bovilla;4.7;45;Bodies of Water
Albania;Albania;Toptani Shopping Center;4;143;Shopping Malls
Albania;Albania;St. Mary's Monastery;4.1;256;Religious Sites
Albania;Albania;Theth National Park;4.8;105;National Parks ï Nature & Wildlife Areas
Albania;Albania;Muzeu Historik Kombetar;4;1062;History Museums
Albania;Albania;Pazari i VjetÎr;4;230;Flea ï Street Markets
Albania;Albania;Benja Thermal Baths;4.2;109;Bodies of Water ï Hot Springs ï Geysers
Albania;Albania;Skanderbeg Statue;4;576;Monuments ï Statues
Andorra;Andorra;Caldea;3.7;4773;Thermal Spas
Andorra;Andorra;Vallnord Pal Arinsal;4.4;1801;Ski ï Snowboard Areas
Andorra;Andorra;Mirador Roc Del Quer;4.5;521;Lookouts ï Observation Decks ï Towers
Andorra;Andorra;Tobotronc;4.1;668;Amusement ï Theme Parks
Andorra;Andorra;Casa de la Vall;4.4;564;Historic Sites ï Architectural Buildings
Andorra;Andorra;Dali Sculpture;4.3;471;Monuments ï Statues
Andorra;Andorra;Grandvalira;4.5;495;Ski ï Snowboard Areas
Andorra;Andorra;Grandvalira;4.3;891;Ski ï Snowboard Areas
Andorra;Andorra;Estanys de Tristaina;4.7;260;Bodies of Water
Andorra;Andorra;Rec del Sola;4.5;115;Hiking Trails
Andorra;Andorra;Sorteny Nature Park;4.7;154;Nature ï Wildlife Areas
Andorra;Andorra;Pont de la Margineda;4.5;41;Bridges
Andorra;Andorra;EsglÈsia de Sant Joan de Caselles;4.7;191;Hiking Trails
Andorra;Andorra;Pal Arinsal Ski Resort;4.3;261;Ski ï Snowboard Areas
Andorra;Andorra;Casa Rull;4.1;272;History Museums
Andorra;Andorra;Valle de Incles;4.6;56;Hiking Trails
Andorra;Andorra;Santuario de Meritxell;4.2;356;Churches ï Cathedrals
Andorra;Andorra;Pont de Sant Antoni de la Grella;4.1;225;Bridges
Andorra;Andorra;E.Leclerc Espace Connaissances;4.1;655;Movie Theaters ï Shopping Malls
Andorra;Andorra;Sant Esteve Church;4.1;241;Churches ï Cathedrals
Andorra;Andorra;Mirador de la Comella;4.4;50;Points of Interest ï Landmarks
Andorra;Andorra;Historic Centre of Andorra la Vella;4.5;51;Historic Sites
Andorra;Andorra;Museu Nacional de l'Automobil;4.4;163;Speciality Museums
Andorra;Andorra;Illes Carlemany Commercial Centre;3.7;93;Shopping Malls
Andorra;Andorra;Naturland;3.1;1551;Amusement ï Theme Parks ï Parks
Andorra;Andorra;PyrÈnÈes Andorra;3.6;91;Shopping Malls
Andorra;Andorra;Estany d'Engolasters;4.1;97;Bodies of Water
Andorra;Andorra;Museu Carmen Thyssen Andorra;4.4;101;Speciality Museums
Andorra;Andorra;CamÌ del Toll;4.7;47;Hiking Trails
Andorra;Andorra;Engolasters Lake-Les Pardines Path;4.4;286;Biking Trails
Vienna;Austria;Schˆnbrunn Palace;4.6;44201;Architectural Buildings ï Castles
Vienna;Austria;Historic Centre of Vienna;4.7;19454;Points of Interest ï Landmarks ï Architectural Buildings
Vienna;Austria;Kunsthistorisches Museum Vienna;4.7;10195;Speciality Museums ï Art Museums
Vienna;Austria;Belvedere Palace;4.5;18371;Historic Sites ï Architectural Buildings
Vienna;Austria;St. Stephen's Cathedral;4.4;24611;Points of Interest ï Landmarks ï Churches ï Cathedrals
Vienna;Austria;Hofburg Palace;4.5;12923;Speciality Museums
Vienna;Austria;Schˆnbrunn Zoo;4.6;10311;Zoos
Vienna;Austria;Austrian National Library;4.6;2977;Architectural Buildings ï Libraries
Vienna;Austria;Prater;4;10898;Amusement ï Theme Parks
Vienna;Austria;Vienna State Opera;4.5;8267;Theaters
Vienna;Austria;Natural History Museum Vienna;4.6;5197;Natural History Museums
Vienna;Austria;Albertina;4.5;7130;Art Museums
Vienna;Austria;Schˆnbrunner Gardens;4.6;10402;Historic Walking Areas ï Parks
Vienna;Austria;Vienna City Hall;4.6;5474;Architectural Buildings ï Government Buildings
Vienna;Austria;Graben and Kohlmarkt;4.4;6143;Points of Interest ï Landmarks
Vienna;Austria;St. Peter's Church (Peterskirche);4.4;3631;Speciality Museums ï Game ï Entertainment Centers
Vienna;Austria;Leopold Museum;4.5;3196;Art Museums
Vienna;Austria;Hundertwasserhaus;4.2;3378;Points of Interest ï Landmarks ï Architectural Buildings
Vienna;Austria;Sisi Museum;4.2;3193;Speciality Museums ï History Museums
Vienna;Austria;Karlskirche;4.6;4252;Points of Interest ï Landmarks ï Churches ï Cathedrals
Vienna;Austria;Haus des Meeres - Aqua Terra Zoo;4.4;1681;Zoos ï Aquariums
Vienna;Austria;MuseumsQuartier Wien;4.5;3895;Art Museums
Vienna;Austria;KUNST HAUS WIEN - Museum Hundertwasser;4.5;1632;Architectural Buildings ï Art Museums
Vienna;Austria;Maria-Theresien-Platz;4.5;2756;Points of Interest ï Landmarks
Vienna;Austria;Zentralfriedhof (Central Cemetery);4.6;1678;Cemeteries ï Children's Museums
Vienna;Austria;Imperial Treasury Vienna;4.5;2404;History Museums
Vienna;Austria;Haus der Musik (House of Music);4.3;1699;Speciality Museums ï Points of Interest ï Landmarks
Vienna;Austria;Ringstrasse;4.4;2669;Historic Sites ï Points of Interest ï Landmarks
Vienna;Austria;Volksgarten;4.5;1414;Parks ï Monuments ï Statues
Vienna;Austria;Musikverein;4.3;1341;Theaters
Salzburg Region;Austria;Fortress Hohensalzburg;4.4;12252;Architectural Buildings ï Castles
Salzburg Region;Austria;Salzburg Old Town;4.6;9089;Historic Sites ï Points of Interest ï Landmarks
Salzburg Region;Austria;Mirabell Palace and Gardens;4.4;7104;Points of Interest ï Landmarks ï Architectural Buildings
Salzburg Region;Austria;Untersberg;4.7;2086;Mountains
Salzburg Region;Austria;Eisriesenwelt Cave;4.4;1754;Caverns ï Caves
Salzburg Region;Austria;Red Bull Hangar-7;4.5;1991;Speciality Museums
Salzburg Region;Austria;Krimml Waterfalls;4.6;1540;Waterfalls
Salzburg Region;Austria;Hellbrunn Palace;4.5;3080;Castles
Salzburg Region;Austria;Salzburg Cathedral;4.5;4409;Architectural Buildings ï Churches ï Cathedrals
Salzburg Region;Austria;Schmittenhˆhe;4.6;1971;Mountains ï Ski ï Snowboard Areas
Salzburg Region;Austria;Haus der Natur;4.6;1033;Speciality Museums
Salzburg Region;Austria;Hohenwerfen Castle;4.3;953;Castles
Salzburg Region;Austria;Salt Mine Berchtesgaden;4.4;1168;Mines
Salzburg Region;Austria;Zell am See;4.1;1310;Ski ï Snowboard Areas
Salzburg Region;Austria;Sigmund-Thun-Klamm;4.6;572;Geologic Formations
Salzburg Region;Austria;Liechtensteinklamm;4.5;585;Canyons ï Waterfalls
Salzburg Region;Austria;High Tauern National Park;4.7;382;Points of Interest ï Landmarks ï Lookouts
Salzburg Region;Austria;Tauern Spa;4.2;661;Thermal Spas
Salzburg Region;Austria;Mozart's Birthplace;3.8;3483;Historic Sites ï History Museums
Salzburg Region;Austria;Trick Fountains at Hellbrunn Palace;4.5;1520;Parks ï Fountains
Salzburg Region;Austria;Saalbach-Hinterglemm;4.6;609;Ski ï Snowboard Areas
Salzburg Region;Austria;St. Peter's Cemetery;4.5;1215;Cemeteries
Salzburg Region;Austria;Schmittenhˆhebahn;4.5;1052;Mountains ï Ski ï Snowboard Areas
Salzburg Region;Austria;Getreidegasse;4.4;633;Historic Walking Areas
Salzburg Region;Austria;St. Peter's Abbey;4.6;1126;Historic Sites ï Religious Sites
Salzburg Region;Austria;Lake Zell;4.5;728;Bodies of Water
Salzburg Region;Austria;Europark;4.3;201;Shopping Malls
Salzburg Region;Austria;Salzburg Zoo;4.4;567;Zoos
Salzburg Region;Austria;Kaprun Falls;4.6;368;Waterfalls
Salzburg Region;Austria;Designer Outlet Salzburg;3.8;374;Factory Outlets
Tyrol;Austria;Nordkette Cable Car;4.6;4612;Trams
Tyrol;Austria;Swarovski Crystal Worlds;4;3145;Speciality Museums
Tyrol;Austria;Old Town Innsbruck;4.5;2347;Historic Sites
Tyrol;Austria;Achensee Lake;4.6;686;Bodies of Water
Tyrol;Austria;Ambras Castle;4.3;1242;Historic Sites ï Castles
Tyrol;Austria;Highline179;4.7;923;Historic Walking Areas ï Bridges
Tyrol;Austria;Serfaus-Fiss-Ladis;4.6;803;Ski ï Snowboard Areas ï Game ï Entertainment Centers
Tyrol;Austria;Maria-Theresien-Strasse;4.4;1039;Historic Walking Areas
Tyrol;Austria;St. Anton am Arlberg;4.4;1644;Ski ï Snowboard Areas
Tyrol;Austria;Ischgl-Samnaun ski area;4.6;1555;Ski ï Snowboard Areas
Tyrol;Austria;Golden Roof (Goldenes Dachl);4;3013;Architectural Buildings ï History Museums
Tyrol;Austria;Alpine Zoo Innsbruck;4;1937;Zoos
Tyrol;Austria;Hofkirche;4.5;924;Religious Sites ï Monuments ï Statues
Tyrol;Austria;Grossglockner High Alpine Road;4.7;406;Mountains
Tyrol;Austria;Kitzb¸hel Ski Resort;4.5;1354;Ski ï Snowboard Areas
Tyrol;Austria;Hintertux Glacier;4.6;948;Ski ï Snowboard Areas
Tyrol;Austria;Hofburg (Imperial Palace);4.2;1095;Architectural Buildings
Tyrol;Austria;Wolfsklamm;4.7;431;Nature ï Wildlife Areas
Tyrol;Austria;Innsbruck Cathedral;4.4;888;Architectural Buildings ï Religious Sites
Tyrol;Austria;Kufstein Fortress;4.4;697;Historic Sites ï Castles
Tyrol;Austria;Kaunertal Glacier Road;4.7;236;Scenic Drives
Tyrol;Austria;St. Johann in Tirol;4.5;723;Ski ï Snowboard Areas
Tyrol;Austria;Aqua Dome - Tirol Therme L‰ngenfeld;4.2;1672;Spas ï Thermal Spas
Tyrol;Austria;Schwaz Silver Mine;4.3;479;Mines
Tyrol;Austria;Hexenwasser Sˆll Hohe Salve;4.7;341;Amusement ï Theme Parks
Tyrol;Austria;Tratzberg Castle;4.5;388;Speciality Museums
Tyrol;Austria;Rossh¸tte Bergbahnen;4.4;1086;Ski ï Snowboard Areas
Tyrol;Austria;007 ELEMENTS;4.5;197;Speciality Museums
Tyrol;Austria;Karwendel Alpine Park;4.8;148;National Parks
Tyrol;Austria;Grawa Waterfall;4.7;461;Waterfalls
Brussels;Belgium;Grand Place;4.7;35257;Points of Interest ï Landmarks ï Historic Walking Areas
Brussels;Belgium;Les Galeries Royales Saint-Hubert;4.3;10223;Historic Sites ï Points of Interest ï Landmarks
Brussels;Belgium;Atomium;3.9;16233;Speciality Museums ï Points of Interest ï Landmarks
Brussels;Belgium;Mini-Europe;4.1;4911;Amusement ï Theme Parks
Brussels;Belgium;Cathedral of St. Michael and St. Gudula;4.5;5230;Historic Sites ï Architectural Buildings
Brussels;Belgium;Autoworld;4.3;1935;Speciality Museums
Brussels;Belgium;Parc du Cinquantenaire;4.3;2451;Parks
Brussels;Belgium;Museum of Natural Sciences;4.4;1694;Natural History Museums ï History Museums
Brussels;Belgium;Museum of Illusions;4.7;698;Speciality Museums
Brussels;Belgium;Royal Museums of Fine Arts of Belgium;4.3;1839;Speciality Museums ï Art Museums
Brussels;Belgium;Musical Instruments Museum (MIM);4.4;4140;Speciality Museums
Brussels;Belgium;Church of Our Lady of Victories at the Sablon;4.4;2050;Historic Sites ï Points of Interest ï Landmarks
Brussels;Belgium;Brussels Town Hall;4.6;3379;Points of Interest ï Landmarks ï Architectural Buildings
Brussels;Belgium;MOOF Museum;4.7;481;Speciality Museums ï Art Museums
Brussels;Belgium;Parlamentarium;4.2;3534;Government Buildings
Brussels;Belgium;Train World;4.6;1247;Speciality Museums
Brussels;Belgium;Belgian Comic Strip Center;4.3;895;Speciality Museums
Brussels;Belgium;Manneken Pis;3.3;16897;Monuments ï Statues
Brussels;Belgium;Royal Museum of the Armed Forces and of Military History;4.4;2415;Military Museums
Brussels;Belgium;Rue des Bouchers;4.4;863;Historic Walking Areas
Brussels;Belgium;Winter Wonders (Plaisirs d'Hiver);4.2;238;Cultural Events
Brussels;Belgium;Royal Palace of Brussels;4.2;1664;Historic Sites ï Castles
Brussels;Belgium;Royal Greenhouses of Laeken;4.6;1139;Historic Sites
Brussels;Belgium;Magritte Museum;4.1;2257;Art Museums
Brussels;Belgium;Grand Place (Grote Markt);4.7;1021;Architectural Buildings
Brussels;Belgium;Horta Museum;4.3;1713;Speciality Museums
Brussels;Belgium;Cantillon Brewery;4.4;998;Breweries
Brussels;Belgium;Belgian Comic Strip Center;3.7;2176;Speciality Museums
Brussels;Belgium;National Basilica of the Sacred Heart;4.1;849;Points of Interest ï Landmarks ï Lookouts
Brussels;Belgium;Place du Grand Sablon;4.2;1331;Points of Interest ï Landmarks
Ghent;Belgium;Gravensteen Castle;4.3;5526;Castles ï History Museums
Ghent;Belgium;Graslei and Korenlei;4.7;2465;Historic Sites ï Historic Walking Areas
Ghent;Belgium;Ghent City Center;4.7;5606;Points of Interest ï Landmarks ï Historic Walking Areas
Ghent;Belgium;Saint Bavo's Cathedral;4.5;3395;Historic Sites ï Religious Sites
Ghent;Belgium;St Michael's Bridge;4.6;1664;Historic Walking Areas ï Bridges
Ghent;Belgium;Belfry and Cloth Hall (Belfort en Lakenhalle);4.3;1398;Points of Interest ï Landmarks ï Architectural Buildings
Ghent;Belgium;Patershol;4.2;629;Neighborhoods
Ghent;Belgium;St. Peter's Abbey;4.5;574;Speciality Museums
Ghent;Belgium;St. Nicholas' Church;4.2;835;Churches ï Cathedrals
Ghent;Belgium;Museum of Fine Arts (MSK);4.3;507;Art Museums
Ghent;Belgium;Korenmarkt;4.3;259;Points of Interest ï Landmarks
Ghent;Belgium;Museum of Daily Life (Huis van Alijn);4.1;423;Speciality Museums ï History Museums
Ghent;Belgium;Ghent Canals;4.5;213;Historic Walking Areas
Ghent;Belgium;Post Plaza;3.8;538;Architectural Buildings
Ghent;Belgium;Vrijdagmarkt;4;379;Points of Interest ï Landmarks
Ghent;Belgium;Werregarenstraatje (Graffiti Alley);3.6;543;Points of Interest ï Landmarks
Ghent;Belgium;Gentse Feesten;4.5;33;Cultural Events
Ghent;Belgium;Museum Dr Guislain;4.2;329;Speciality Museums
Ghent;Belgium;Industriemuseum;4.3;180;Speciality Museums
Ghent;Belgium;Lange Munt;3.2;28;Points of Interest ï Landmarks
Ghent;Belgium;Dok Brewing Company;4.4;45;Breweries
Ghent;Belgium;Citadelpark;4.3;77;Gardens
Ghent;Belgium;Gruut Brewery;3.7;213;Breweries
Ghent;Belgium;Ghent Altarpiece;4.5;57;Points of Interest ï Landmarks ï Religious Sites
Ghent;Belgium;Old Post Office (Oud Postkantoor);4.2;284;Neighborhoods
Ghent;Belgium;Ghent Town Hall (Stadhuis);4.1;370;Architectural Buildings ï Government Buildings
Ghent;Belgium;St. Michael's Church;4.1;270;Religious Sites ï Churches ï Cathedrals
Ghent;Belgium;Design Museum Gent;3.8;587;Art Museums
Ghent;Belgium;Citadel Park;3.7;135;Parks
Ghent;Belgium;Ghelamco Arena (Arteveldestadion);4.4;131;Arenas ï Stadiums
Antwerp;Belgium;Antwerpen-Centraal;4.6;8521;Architectural Buildings
Antwerp;Belgium;Plantin-Moretus Museum;4.7;1448;History Museums
Antwerp;Belgium;Grote Markt;4.5;3360;Points of Interest ï Landmarks ï Historic Walking Areas
Antwerp;Belgium;MAS - Museum aan de Stroom;4.3;3608;Speciality Museums
Antwerp;Belgium;Museum of Illusions Antwerp;4.9;401;Speciality Museums
Antwerp;Belgium;Chocolate Nation;4.6;745;Speciality Museums
Antwerp;Belgium;Antwerp Zoo;4.1;2466;Zoos ï Aquariums
Antwerp;Belgium;Cathedral of Our Lady;4.5;3599;Churches ï Cathedrals
Antwerp;Belgium;Rubens House (Rubenshuis);4.4;2424;Speciality Museums
Antwerp;Belgium;St Anna's Tunnel / Pedestrian Tunnel;4.3;965;Points of Interest ï Landmarks
Antwerp;Belgium;Museum of Modern Art (M HKA);4.8;763;Art Galleries ï Speciality Museums
Antwerp;Belgium;Red Star Line Museum;4.5;1220;Speciality Museums
Antwerp;Belgium;De Koninck Brewery;4.5;1624;Breweries
Antwerp;Belgium;Cogels-Osylei;4.6;571;Historic Walking Areas
Antwerp;Belgium;Vlaeykensgang;4.4;385;Historic Walking Areas
Antwerp;Belgium;Diamond District;3.6;440;Historic Sites ï Neighborhoods
Antwerp;Belgium;Rockox House;4.5;431;Speciality Museums
Antwerp;Belgium;Vrijdagmarkt;4.5;64;Flea ï Street Markets ï Farmers Markets
Antwerp;Belgium;Meir;4.1;1279;Points of Interest ï Landmarks
Antwerp;Belgium;Stadspark;4.6;384;Parks ï Gardens
Antwerp;Belgium;Grand Bazar Antwerp;4.1;371;Shopping Malls
Antwerp;Belgium;Zurenborg;4.6;244;Neighborhoods
Antwerp;Belgium;Antwerp Port;4.1;499;Points of Interest ï Landmarks ï Historic Walking Areas
Antwerp;Belgium;Royal Museum of Fine Arts Antwerp (KMSKA);4.1;120;Art Museums
Antwerp;Belgium;St. Carolus Borromeus Church;4.6;501;Churches ï Cathedrals
Antwerp;Belgium;Middelheim Open Air Sculpture Museum;4.5;280;Parks ï Monuments ï Statues
Antwerp;Belgium;Het Steen;3.7;747;Visitor Centers ï Historic Sites
Antwerp;Belgium;Snijders & Rockoxhuis;4.6;291;Speciality Museums
Antwerp;Belgium;City Hall;4.3;894;Historic Sites ï Architectural Buildings
Antwerp;Belgium;Handelsbeurs Antwerpen;3.9;477;Points of Interest ï Landmarks
Bruges;Belgium;Historic Centre of Bruges;4.8;18090;Historic Sites
Bruges;Belgium;Markt;4.4;6271;Points of Interest ï Landmarks
Bruges;Belgium;Belfry of Bruges;4.4;8028;Points of Interest ï Landmarks ï Architectural Buildings
Bruges;Belgium;De Halve Maan Brewery;4.5;6161;Breweries
Bruges;Belgium;Basilica of the Holy Blood;4.4;5214;Historic Sites ï Architectural Buildings
Bruges;Belgium;Minnewater Lake;4.5;3782;Bodies of Water
Bruges;Belgium;Historium Brugge;4.9;2561;Speciality Museums
Bruges;Belgium;Beguinage (Begijnhof);4.4;3942;Historic Sites ï Historic Walking Areas
Bruges;Belgium;Burg Square;4.6;3845;Points of Interest ï Landmarks
Bruges;Belgium;Choco-Story, The Chocolate Museum;3.6;3891;Speciality Museums
Bruges;Belgium;Groeningemuseum;4.3;1734;Art Museums ï History Museums
Bruges;Belgium;Historium Brugge (Virtual Reality);3.9;3972;Speciality Museums
Bruges;Belgium;Bourgogne des Flandres Brewery;4.7;1685;Breweries
Bruges;Belgium;Torture Museum Oude Steen;4.3;1529;Speciality Museums ï History Museums
Bruges;Belgium;Church of Our Lady Bruges;4.2;2487;Churches ï Cathedrals
Bruges;Belgium;Bruges Beer Experience;4.1;1892;Speciality Museums
Bruges;Belgium;Rozenhoedkaai;4.7;606;Piers ï Boardwalks
Bruges;Belgium;Bonifacius Bridge;4.5;597;Bridges
Bruges;Belgium;Bruges City Hall;4.4;1289;Architectural Buildings
Bruges;Belgium;St. James's Church (Sint-Jakobskerk);4.2;869;Speciality Museums ï Religious Sites
Bruges;Belgium;St. John's Hospital (Memling in Sint-Jan);4;1386;Speciality Museums ï History Museums
Bruges;Belgium;Frietmuseum;3.3;1327;Speciality Museums
Bruges;Belgium;Lumiflabro;4.8;157;Speciality Museums ï Art Museums
Bruges;Belgium;Galerie Dali Xpo;3.6;669;Art Galleries
Bruges;Belgium;Sint-Janshuismolen (St. John's House Mill);4.4;733;Hiking Trails
Bruges;Belgium;Gruuthusemuseum;4.1;215;Art Museums
Bruges;Belgium;Sint-Janshuismolen (St. John's House Mill);4.2;454;Points of Interest ï Landmarks ï Architectural Buildings
Bruges;Belgium;Vismarkt;4.5;61;Flea ï Street Markets
Bruges;Belgium;Old Lace School;4.4;459;History Museums
Bruges;Belgium;Sint-Janshuismolen (St. John's House Mill);4.3;46;Historic Sites ï Points of Interest ï Landmarks
Ardennes;Belgium;Citadel of Dinant;4.1;1989;Historic Sites
Ardennes;Belgium;Belfry of Namur;4.4;1505;Points of Interest ï Landmarks
Ardennes;Belgium;Caves of Han-sur-Lesse;4.1;1797;Caverns ï Caves
Ardennes;Belgium;Bouillon Castle;4.4;1534;Castles
Ardennes;Belgium;Bastogne War Museum;4.5;2058;Military Museums ï Speciality Museums
Ardennes;Belgium;Liege-Guillemins Railway Station;4.2;2069;Architectural Buildings
Ardennes;Belgium;Circuit de Spa-Francorchamps;4.4;659;Auto Racing Tracks
Ardennes;Belgium;Dinant Citadel Cable Car;4.3;1243;Historic Sites
Ardennes;Belgium;Furfooz Nature Reserve;4.5;286;Ancient Ruins ï Nature ï Wildlife Areas
Ardennes;Belgium;Durbuy Old Town;4.2;1019;Historic Sites ï Neighborhoods
Ardennes;Belgium;December 44 Museum;4.7;624;Military Museums
Ardennes;Belgium;Bastogne Barracks;4.7;891;Military Museums
Ardennes;Belgium;Mardasson Memorial;4.8;368;Military Museums ï Historic Sites
Ardennes;Belgium;World of Durbuy;3.8;629;Speciality Museums
Ardennes;Belgium;Coteaux de la Citadelle;4.5;661;Historic Walking Areas
Ardennes;Belgium;Euro Space Center;4.2;302;Amusement ï Theme Parks
Ardennes;Belgium;Brasserie C (Curtius);4.4;243;Breweries
Ardennes;Belgium;Colegiata de Nuestra Senora (Collegiate Church of Notre-Dame);4.2;605;Historic Sites ï Religious Sites
Ardennes;Belgium;Grotte La Merveilleuse;4;531;Caverns ï Caves
Ardennes;Belgium;Cave of Comblain;4.9;180;Caverns ï Caves
Ardennes;Belgium;La Boverie;4.3;509;Speciality Museums ï Art Museums
Ardennes;Belgium;Dinant Cathedral;4.2;538;Points of Interest ï Landmarks
Ardennes;Belgium;Lesse River;4.6;282;Bodies of Water
Ardennes;Belgium;Arms Museum (MusÈe des Armes);4.3;279;Speciality Museums
Ardennes;Belgium;Grottes de Neptune;3.9;261;Caverns ï Caves
Ardennes;Belgium;Radhadesh (Chateau de Petite Somme);3.9;243;Castles ï Religious Sites
Ardennes;Belgium;Aquarium-Museum;3.7;385;Natural History Museums ï Aquariums
Ardennes;Belgium;Blegny-Mine;4.5;343;Mines
Ardennes;Belgium;Thermes de Spa;4.1;114;Thermal Spas
Ardennes;Belgium;La Batte Market;3.8;234;Flea ï Street Markets
Bosnia and Herzegovina;Bosnia and Herzegovina;Kravica Waterfall;4.4;1817;Waterfalls
Bosnia and Herzegovina;Bosnia and Herzegovina;Old Bridge (Stari Most);4.6;4542;Historic Sites ï Points of Interest ï Landmarks
Bosnia and Herzegovina;Bosnia and Herzegovina;War Childhood Museum;4.9;1199;History Museums
Bosnia and Herzegovina;Bosnia and Herzegovina;Old Town Mostar;4.6;3104;Historic Sites
Bosnia and Herzegovina;Bosnia and Herzegovina;Old Bridge (Stari Most) Museum;4.5;2440;Points of Interest ï Landmarks
Bosnia and Herzegovina;Bosnia and Herzegovina;Sarajevo Tunnel of Hope;4.9;542;History Museums
Bosnia and Herzegovina;Bosnia and Herzegovina;War Photo Exhibition;4.8;1659;Speciality Museums ï Art Museums
Bosnia and Herzegovina;Bosnia and Herzegovina;Blagaj River;4.7;228;Bodies of Water
Bosnia and Herzegovina;Bosnia and Herzegovina;Blagaj Tekke;4.4;918;Points of Interest ï Landmarks
Bosnia and Herzegovina;Bosnia and Herzegovina;Abandoned Olympic Bobsled and Luge Track;4.5;468;Points of Interest ï Landmarks
Bosnia and Herzegovina;Bosnia and Herzegovina;Latin Bridge;4.5;2365;Points of Interest ï Landmarks
Bosnia and Herzegovina;Bosnia and Herzegovina;National and University Library of Bosnia and Herzegovina;4.5;836;Historic Sites ï Points of Interest ï Landmarks
Bosnia and Herzegovina;Bosnia and Herzegovina;Mount Trebevic;4.7;439;Mountains ï Points of Interest ï Landmarks
Bosnia and Herzegovina;Bosnia and Herzegovina;War Childhood Museum (Mostar);4.9;533;Speciality Museums ï History Museums
Bosnia and Herzegovina;Bosnia and Herzegovina;Neretva River;4.5;592;Bodies of Water
Bosnia and Herzegovina;Bosnia and Herzegovina;Yellow Bastion (Zuta Tabija);4.4;312;Historic Sites ï Points of Interest ï Landmarks
Bosnia and Herzegovina;Bosnia and Herzegovina;Vrelo Bosne;4.6;703;Parks
Bosnia and Herzegovina;Bosnia and Herzegovina;Bosnian Pyramid of the Sun;4;216;Geologic Formations
Bosnia and Herzegovina;Bosnia and Herzegovina;Old Bazaar (Mostar);4.1;599;Flea ï Street Markets
Bosnia and Herzegovina;Bosnia and Herzegovina;Gazi Husrev-beg Mosque;4.4;707;Historic Sites ï Religious Sites
Bosnia and Herzegovina;Bosnia and Herzegovina;Gallery 11/07/95;4.9;277;Speciality Museums
Bosnia and Herzegovina;Bosnia and Herzegovina;Koski Mehmed Pasha Mosque;4.2;554;Religious Sites
Bosnia and Herzegovina;Bosnia and Herzegovina;Apparition Hill;4.9;201;Religious Sites ï Monuments ï Statues
Bosnia and Herzegovina;Bosnia and Herzegovina;Mepas Mall;4.1;163;Shopping Malls
Bosnia and Herzegovina;Bosnia and Herzegovina;Veliki slap waterfall (Jajce);4.6;187;Waterfalls
Bosnia and Herzegovina;Bosnia and Herzegovina;Latin Bridge (Sarajevo);4.1;659;Points of Interest ï Landmarks ï Bridges
Bosnia and Herzegovina;Bosnia and Herzegovina;Trebevic Cable Car;4.2;185;Trams
Bosnia and Herzegovina;Bosnia and Herzegovina;Museum of Crimes Against Humanity and Genocide 1992-1995;4.2;329;Historic Sites
Bosnia and Herzegovina;Bosnia and Herzegovina;Avaz Twist Tower;4.3;346;Points of Interest ï Landmarks ï Architectural Buildings
Bosnia and Herzegovina;Bosnia and Herzegovina;Buna River waterfalls;4.5;99;Waterfalls
Bulgaria;Bulgaria;St. Alexander Nevsky Cathedral;4.5;6693;Architectural Buildings ï Religious Sites
Bulgaria;Bulgaria;Old Town (Plovdiv);4.5;9651;Historic Sites ï Ancient Ruins
Bulgaria;Bulgaria;Vitosha Boulevard;4.2;3437;Historic Walking Areas
Bulgaria;Bulgaria;Rila Monastery;4.7;2012;Historic Sites ï Religious Sites
Bulgaria;Bulgaria;Vitosha Mountain;4.6;1247;Mountains ï Ski ï Snowboard Areas
Bulgaria;Bulgaria;Plovdiv Old Town;4.6;1841;Points of Interest ï Landmarks
Bulgaria;Bulgaria;Action Aquapark;4.3;1286;Water Parks
Bulgaria;Bulgaria;Museum of Illusions Sofia;4.9;651;Speciality Museums ï Science Museums
