Destination;Country;Name;Avg_rating;No_votes;Attraction type
Nouvelle-Aquitaine;France;CitÈ du Vin;4.5;1246;Speciality Museums
Nouvelle-Aquitaine;France;Plage de la Corniche;4.4;1685;Beaches
Nouvelle-Aquitaine;France;Saint Jean de Luz Church;4.6;1517;Religious Sites
Nouvelle-Aquitaine;France;Monolithic Church of Saint-Emilion;4.6;1915;Points of Interest ï Landmarks ï Churches ï Cathedrals
Nouvelle-Aquitaine;France;Ch‚teau de Commarque;4.5;1204;Historic Sites ï Points of Interest ï Landmarks
Corsica;France;Palombaggia Beach;4.3;6177;Beaches
Corsica;France;Santa Giulia Beach;4;5226;Beaches
Corsica;France;Lavezzi Islands;4.4;4555;Islands ï Nature ï Wildlife Areas
Corsica;France;Saleccia Beach;4.4;1066;Beaches
Corsica;France;Restonica Valley;4.4;1383;Nature ï Wildlife Areas
Corsica;France;Rondinara Beach;4.6;1077;Beaches
Corsica;France;Corsica Ferries;4;6830;Ferries
Corsica;France;Citadel of Calvi;4.6;3831;Historic Sites ï Points of Interest ï Landmarks
Corsica;France;Tamariu Beach;4.6;954;Beaches
Corsica;France;Petit Sperone Beach;3.9;1485;Beaches
Corsica;France;Bonifacio Citadel;4.3;2704;Historic Sites
Corsica;France;King Aragon Steps;4.4;2394;Points of Interest ï Landmarks
Corsica;France;Lotu Beach;4.5;526;Beaches
Corsica;France;A Cupulatta (Turtle Park);4.5;606;Nature ï Wildlife Areas
Corsica;France;Roccapina Beach;4.4;427;Beaches
Corsica;France;Plage de Palombaggia;4.4;484;Beaches
Corsica;France;Aiguilles de Bavella;4.7;1630;Mountains
Corsica;France;Plage de Cala Rossa;4.2;622;Beaches
Corsica;France;Grotte de Bonifacio;4.7;1226;Caverns ï Caves
Corsica;France;Vallee du Fango;4.6;485;Nature ï Wildlife Areas ï Valleys
Corsica;France;Foret de l'Ospedale;4.5;624;Geologic Forms
Corsica;France;Ostriconi Beach;4.2;363;Beaches
Corsica;France;Pinarello Beach;4.4;610;Beaches
Corsica;France;Cala d'Arana;4.3;366;Beaches
Corsica;France;U Porcu Ranger;4.9;492;Farms
Corsica;France;Desert des Agriates;4.5;378;Nature ï Wildlife Areas ï Deserts
Corsica;France;Notre-Dame de la Serra Chapel;4.6;1070;Points of Interest ï Landmarks
Corsica;France;Arone Beach;4.6;713;Beaches
Corsica;France;Reserve Naturelle de Scandola;4.8;612;Nature ï Wildlife Areas
Corsica;France;Plage de Stagnoli;4.6;264;Beaches
Lyon;France;Basilica of Notre-Dame de Fourviere;4.6;11845;Points of Interest ï Landmarks ï Architectural Buildings
Lyon;France;Vieux Lyon;4.6;6825;Historic Walking Areas
Lyon;France;Parc de la Tete d'Or;4.6;11813;Parks
Lyon;France;Museum of Miniatures and Cinema (Musee Miniature et Cinema);4.6;5322;Speciality Museums
Lyon;France;Les Halles Paul Bocuse;4.4;4067;Shopping Malls
Lyon;France;Museum of Fine Arts of Lyon (MusÈe des Beaux-Arts de Lyon);4.4;2300;Art Museums
Lyon;France;MusÈe des Confluences;4.1;4019;Speciality Museums
Lyon;France;Fourviere Hill;4.6;2721;Historic Walking Areas
Lyon;France;Mur des Canuts;4.6;1505;Points of Interest ï Landmarks
Lyon;France;Presqu'Óle;4.4;3090;Points of Interest ï Landmarks
Lyon;France;Roman Theatres of Fourviere;4.3;3243;Ancient Ruins
Lyon;France;Groupama Stadium;4.6;1623;Arenas ï Stadiums
Lyon;France;Lumiere Institute (Institut Lumiere);4.4;1000;Speciality Museums
Lyon;France;Lugdunum Museum;4.5;997;History Museums
Lyon;France;Cathedral Saint Jean Baptiste;4.3;1825;Historic Sites ï Architectural Buildings
Lyon;France;La Presqu'ile;4.5;806;Neighborhoods
Lyon;France;Mini World Lyon;4.5;1818;Amusement ï Theme Parks
Lyon;France;Place Bellecour;3.9;2375;Points of Interest ï Landmarks
Lyon;France;La Croix-Rousse;4.2;1080;Points of Interest ï Landmarks
Lyon;France;Fresque des Lyonnais;4.6;1195;Points of Interest ï Landmarks
Lyon;France;Resistance and Deportation History Centre (Centre d'Histoire de la RÈsistance et de la DÈportation);4.3;594;Military Museums ï Children's Museums
Lyon;France;Maison des Canuts;4.2;459;Speciality Museums
Lyon;France;Place des Terreaux;4.1;1120;Points of Interest ï Landmarks
Lyon;France;Montluc Prison;4.7;202;History Museums
Lyon;France;La Part Dieu Shopping Centre;3.7;598;Shopping Malls
Lyon;France;Rhone River;4.2;189;Bodies of Water
Lyon;France;Lyon Tourist Office;4.5;1139;Visitor Centers
Lyon;France;Quai Saint-Antoine Market;4.5;79;Flea ï Street Markets
Lyon;France;Zoo de Lyon;3.7;309;Zoos
Lyon;France;Funicular of Fourviere;4.3;1799;Rail Services ï Public Transportation Systems
French Alps;France;Aiguille du Midi;4.7;8063;Mountains ï Lookouts
French Alps;France;Mer de Glace;4.8;1628;Mountains
French Alps;France;Montenvers Railway;4.2;2951;Scenic Railroads
French Alps;France;Telecabine du Brevent;4.4;3017;Trams
French Alps;France;Panoramic Mont-Blanc Gondola;4.6;1148;Trams
French Alps;France;Les Arcs;4.2;1288;Ski ï Snowboard Areas
French Alps;France;Courchevel;4;1918;Ski ï Snowboard Areas
French Alps;France;Lac Blanc;4.6;551;Bodies of Water
French Alps;France;Lac d'Annecy;4.7;530;Bodies of Water
French Alps;France;Tramway du Mont-Blanc;4.3;923;Trams ï Lookouts
French Alps;France;Ice Cave (Grotte de Glace);4.1;388;Geologic Formations
French Alps;France;Val Thorens;4.3;1222;Ski ï Snowboard Areas
French Alps;France;Lac de Gaube;4.7;982;Bodies of Water
French Alps;France;Parc de Merlet;4.4;807;Nature ï Wildlife Areas
French Alps;France;Calanques National Park;4.6;554;National Parks ï Nature ï Wildlife Areas
French Alps;France;Tignes;4.5;920;Ski ï Snowboard Areas
French Alps;France;Lake Annecy;4.5;436;Bodies of Water
French Alps;France;Promenade du Thiou;4.7;485;Scenic Walking Areas
French Alps;France;Pointe d'Arve;4.8;424;Hiking Trails
French Alps;France;Saint-Laurent Archaeology Museum;4.7;394;Historic Sites ï History Museums
French Alps;France;Notre Dame de La Salette;4.5;214;Historic Sites ï Points of Interest ï Landmarks
French Alps;France;Thermes de La LÈchere-les-Bains;4.5;260;Thermal Spas
French Alps;France;Gorges de la Nesque;4.4;454;Geologic Formations
French Alps;France;Les Deux Alpes;3.9;595;Ski ï Snowboard Areas ï Beach ï Pool Clubs
French Alps;France;Chateau de Menthon Saint-Bernard;4.2;511;Lookouts ï Castles
French Alps;France;La Rosiere Ski Resort;4.2;279;Ski ï Snowboard Areas
French Alps;France;Portes du Soleil;4.6;361;Points of Interest ï Landmarks
French Alps;France;Montgenevre Ski Resort;4.2;511;Ski ï Snowboard Areas
French Alps;France;Lac d'Allos;4.8;393;Mountains ï Points of Interest ï Landmarks
French Alps;France;Les Gets Ski Resort;4.5;716;Ski ï Snowboard Areas
Provence-Alpes-CÙte d'Azur;France;Castle Hill (Colline du Chateau);4.6;9901;Lookouts ï Parks
Provence-Alpes-CÙte d'Azur;France;Old Town (Vieux Nice);4.6;12673;Neighborhoods ï Historic Walking Areas
Provence-Alpes-CÙte d'Azur;France;Promenade des Anglais;4.5;15649;Points of Interest ï Landmarks
Provence-Alpes-CÙte d'Azur;France;Notre-Dame de la Garde Basilica;4.7;13594;Religious Sites
Provence-Alpes-CÙte d'Azur;France;Calanques;4.8;4026;Points of Interest ï Landmarks ï National Parks
Provence-Alpes-CÙte d'Azur;France;Gorges du Verdon;4.8;1932;Bodies of Water ï Canyons
Provence-Alpes-CÙte d'Azur;France;Carrieres des Lumieres;4.7;7178;Art Museums
Provence-Alpes-CÙte d'Azur;France;Jardin Exotique d'Eze;4.6;2501;Gardens
Provence-Alpes-CÙte d'Azur;France;Place Massena;4.4;5927;Points of Interest ï Landmarks
Provence-Alpes-CÙte d'Azur;France;Gorges du Loup;4.7;4062;Geologic Formations
Provence-Alpes-CÙte d'Azur;France;Sentier du Littoral (Cap d'Antibes);4.7;2208;Historic Walking Areas
Provence-Alpes-CÙte d'Azur;France;Villa Ephrussi de Rothschild;4.7;2679;Speciality Museums ï Historic Sites
Provence-Alpes-CÙte d'Azur;France;Colorado Provencal;4.4;4012;Hiking Trails
Provence-Alpes-CÙte d'Azur;France;Chateau d'If;4.3;1800;Historic Sites ï Points of Interest ï Landmarks
Provence-Alpes-CÙte d'Azur;France;Lerins Islands (Œles de LÈrins);4.5;2162;Historic Sites ï Islands
Provence-Alpes-CÙte d'Azur;France;Parc Ornithologique de Pont de Gau;4.5;3371;Nature ï Wildlife Areas
Provence-Alpes-CÙte d'Azur;France;Lac de Sainte-Croix;4.7;1604;Bodies of Water ï Points of Interest ï Landmarks
Provence-Alpes-CÙte d'Azur;France;St Nicholas Russian Orthodox Cathedral;4.3;2078;Churches ï Cathedrals
Provence-Alpes-CÙte d'Azur;France;La MÈridionale Ferry;4.4;2097;Ferries
Provence-Alpes-CÙte d'Azur;France;Ochre Trail (Sentier des Ocres);4.7;1605;Mines
Provence-Alpes-CÙte d'Azur;France;CathÈdrale La Major;4.4;2628;Religious Sites
Provence-Alpes-CÙte d'Azur;France;Massif de l'Esterel;4.8;1770;Points of Interest ï Landmarks
Provence-Alpes-CÙte d'Azur;France;Chateau La Coste;4.4;1119;Wineries ï Vineyards
Provence-Alpes-CÙte d'Azur;France;Mont Ventoux;4.7;1320;Mountains
Provence-Alpes-CÙte d'Azur;France;Lemon Festival (Menton);4.9;285;Farms
Provence-Alpes-CÙte d'Azur;France;Antibes Old Town;4.4;2028;Neighborhoods ï Historic Walking Areas
Provence-Alpes-CÙte d'Azur;France;Parc National de Port-Cros;4.9;1000;Points of Interest ï Landmarks
Provence-Alpes-CÙte d'Azur;France;Le Panier;4.4;1448;Historic Walking Areas
Provence-Alpes-CÙte d'Azur;France;Corniche Kennedy;4.8;793;Scenic Drives
Provence-Alpes-CÙte d'Azur;France;Calanque de Port Pin;4.6;321;Beaches
Normandy;France;Mont-Saint-Michel;4.5;14952;Historic Sites ï Points of Interest ï Landmarks
Normandy;France;…tretat Cliffs;4.8;5985;Points of Interest ï Landmarks ï Geologic Formations
Normandy;France;Claude Monet's Garden at Giverny;4.6;8260;Speciality Museums ï Gardens
Normandy;France;Normandy American Cemetery and Memorial;4.9;5943;Cemeteries
Normandy;France;Bayeux Tapestry;4.6;8588;Speciality Museums ï Art Museums
Normandy;France;MÈmorial de Caen;4.5;5008;Military Museums ï History Museums
Normandy;France;Omaha Beach;4.6;2367;Historic Sites ï Battlefields
Normandy;France;Rouen Cathedral;4.6;4718;Points of Interest ï Landmarks ï Architectural Buildings
Normandy;France;Airborne Museum;4.7;2689;Speciality Museums ï History Museums
Normandy;France;Bayeux Cathedral;4.6;4076;Architectural Buildings ï Religious Sites
Normandy;France;CitÈ de la Mer;4.1;2707;Amusement ï Theme Parks ï Aquariums
Normandy;France;Sainte-Catherine's Church;4.6;3126;Points of Interest ï Landmarks ï Religious Sites
Normandy;France;Pointe du Hoc;4.6;2512;Historic Sites
Normandy;France;Honfleur Old Town;4.5;3830;Points of Interest ï Landmarks
Normandy;France;Utah Beach D-Day Museum;4.7;1776;Military Museums ï Battlefields
Normandy;France;Palais Benedictine;4.3;1998;Distilleries ï Architectural Buildings
Normandy;France;Les Jardins d'…tretat;4.4;1843;Parks ï Gardens
Normandy;France;Dead Man's Corner Museum;4.5;1366;Military Museums ï History Museums
Normandy;France;Le Havre Beach;4.2;2191;Beaches
Normandy;France;Honfleur Old Harbour;4.5;1471;Churches ï Cathedrals
Normandy;France;Rouen Old Town;4.4;2489;Points of Interest ï Landmarks
Normandy;France;Bayeux War Cemetery;4.8;1711;Cemeteries
Normandy;France;Overlord Museum;4.4;1387;Military Museums ï Speciality Museums
Normandy;France;Pont de Normandie;4.2;2315;Bridges
Normandy;France;Pegasus Bridge Museum;4.8;1166;Historic Sites ï Monuments ï Statues
Normandy;France;Arromanches 360 Circular Cinema;4.3;2159;Speciality Museums
Normandy;France;Jardin Plume;4.9;378;Parks ï Gardens
Normandy;France;Longues-sur-Mer German Battery;4.5;1257;Military Museums
Normandy;France;Memorial Museum of the Battle of Normandy;4.4;1934;Military Museums ï Monuments ï Statues
Normandy;France;Rue du Gros-Horloge;4.4;2060;Neighborhoods ï Historic Walking Areas
Brittany;France;St-Malo Intra-Muros;4.7;8130;Points of Interest ï Landmarks
Brittany;France;Sentier des Douaniers (GR34);4.8;3119;Hiking Trails
Brittany;France;OcÈanopolis;3.8;3789;Aquariums
Brittany;France;Dinan Old Town;4.7;2162;Historic Sites ï Points of Interest ï Landmarks
Brittany;France;Chateau de Fougeres;4.5;1256;Castles
Brittany;France;Vannes Historic Centre;4.6;2345;Points of Interest ï Landmarks
Brittany;France;Jardins de BrocÈliande;4.6;2590;Parks
Brittany;France;Sentier des Douaniers;4.8;2175;Historic Walking Areas
Brittany;France;Remparts de Saint-Malo;4.3;2748;Historic Walking Areas
Brittany;France;Grand Aquarium;3.9;3841;Aquariums
Brittany;France;Ile de Batz;4.6;1650;Islands
Brittany;France;Plage de l'Ile Vierge;4.6;1754;Beaches
Brittany;France;Cancale Oyster Market;4.7;968;Farmers Markets
Brittany;France;Carnac Stones;4.2;2770;Ancient Ruins ï Mysterious Sites
Brittany;France;Ch‚teau de Suscinio;4.3;1392;Points of Interest ï Landmarks ï Castles
Brittany;France;Pointe du Raz;4.8;626;Lookouts
Brittany;France;Jardins de La Gacilly;4.8;385;Speciality Museums ï Educational sites
Brittany;France;Pointe du Grouin;4.7;2291;Geologic Formations
Brittany;France;Foret de BrocÈliande;4.6;677;Forests
Brittany;France;Pointe du Raz;4.3;1775;Points of Interest ï Landmarks
Brittany;France;Fort La Latte;4.5;1514;Points of Interest ï Landmarks ï Castles
Brittany;France;Sept-Iles Archipelago;4.7;928;Nature ï Wildlife Areas
Brittany;France;Parc de BranfÈrÈ;4.5;1288;Zoos
Brittany;France;Pointe de Pen-Hir;4.8;1003;Points of Interest ï Landmarks
Brittany;France;Port of Saint-Goustan;4.6;1391;Piers ï Boardwalks
Brittany;France;Pointe de la Torche;4.5;1447;Lookouts
Brittany;France;Saint-Corentin Cathedral;4.5;1346;Churches ï Cathedrals
Brittany;France;Saint-Malo Port;4.3;1368;Points of Interest ï Landmarks
Brittany;France;MusÈe national de la Marine (Brest);4.3;825;History Museums
Brittany;France;Pink Granite Coast;4.9;438;Geologic Formations
Monaco;Monaco;Casino of Monte-Carlo;4.1;4349;Casinos
Monaco;Monaco;Oceanographic Museum of Monaco;4.3;5566;Speciality Museums ï Aquariums
Monaco;Monaco;Collection de Voitures de S.A.S. le Prince de Monaco;4.6;1288;Speciality Museums
Monaco;Monaco;Prince's Palace of Monaco;4.2;1978;Historic Sites ï Points of Interest ï Landmarks
Monaco;Monaco;Jardins Saint Martin;4.4;1582;Gardens
Monaco;Monaco;Port de Fontvieille;4.4;2448;Points of Interest ï Landmarks ï Piers ï Boardwalks
Monaco;Monaco;Monte Carlo Harbor;4.4;3025;Points of Interest ï Landmarks ï Historic Walking Areas
Monaco;Monaco;Larvotto Beach;4;643;Beaches
Monaco;Monaco;Saint Nicholas Cathedral;4.3;1290;Churches ï Cathedrals
Monaco;Monaco;Circuit de Monaco;4.5;376;Auto Racing Tracks
Monaco;Monaco;Exotic Garden of Monaco;4.5;886;Caverns ï Caves ï Gardens
Monaco;Monaco;Princess Grace Rose Garden;4.5;484;Gardens
Monaco;Monaco;Metropole Shopping Monte-Carlo;4.3;371;Shopping Malls
Monaco;Monaco;Monaco Grand Prix (Changing of the Guard);4.3;1266;Points of Interest ï Landmarks ï Architectural Buildings
Monaco;Monaco;Grand Prix Race Track (sections);4.3;233;Points of Interest ï Landmarks
Monaco;Monaco;Salle Garnier (Opera de Monte-Carlo);4.5;162;Operas
Monaco;Monaco;Grimaldi Forum;4.4;246;Convention Centers
Monaco;Monaco;Casino CafÈ de Paris;4;703;Casinos
Monaco;Monaco;Stade Louis II;3.8;200;Sports Complexes
Monaco;Monaco;Port Hercule;4.4;286;Piers ï Boardwalks
Monaco;Monaco;Chapelle Sainte DÈvote;4.3;297;Churches ï Cathedrals
Monaco;Monaco;Japanese Garden;4.6;278;Gardens
Monaco;Monaco;Larvotto Beach (Port Hercule);4.5;55;Points of Interest ï Landmarks ï Scenic Walking Areas
Monaco;Monaco;Stade Louis II (Pool);4.1;51;Arenas ï Stadiums
Monaco;Monaco;Casino Gardens;4.4;226;Gardens
Monaco;Monaco;Palace of Monaco;4.2;158;Government Buildings
Monaco;Monaco;The Private Collection of Antique Cars of H.S.H. Prince Rainier III;4.3;43;Speciality Museums
Monaco;Monaco;Statue of Juan Manuel Fangio;4.3;106;Monuments ï Statues
Monaco;Monaco;Place du Palais;4;329;Points of Interest ï Landmarks
Monaco;Monaco;Monaco Tourist Office;4.3;129;Visitor Centers
Berlin;Germany;Reichstag Building;4.6;35744;Points of Interest ï Landmarks ï Architectural Buildings
Berlin;Germany;Topography of Terror;4.5;19640;Speciality Museums
Berlin;Germany;Brandenburg Gate;4.5;46689;Points of Interest ï Landmarks ï Monuments ï Statues
Berlin;Germany;Berlin Wall Memorial;4.5;18231;Historic Sites
Berlin;Germany;Memorial to the Murdered Jews of Europe;4.4;36978;Monuments ï Statues
Berlin;Germany;Pergamon Museum;4.5;20746;Art Museums
Berlin;Germany;Friedrichstadt-Palast;4.6;6465;Points of Interest ï Landmarks ï Architectural Buildings
Berlin;Germany;East Side Gallery;4.4;17016;Historic Sites ï Points of Interest ï Landmarks
Berlin;Germany;Museum Island;4.6;9064;Speciality Museums ï Points of Interest ï Landmarks
Berlin;Germany;Zoo Berlin;4.3;9152;Zoos ï Aquariums
Berlin;Germany;Berliner Dom;4.4;10747;Architectural Buildings ï Churches ï Cathedrals
Berlin;Germany;Tiergarten;4.5;8537;Gardens
Berlin;Germany;Berliner Fernsehturm;4;11966;Points of Interest ï Landmarks ï Architectural Buildings
Berlin;Germany;Gendarmenmarkt;4.5;7611;Points of Interest ï Landmarks
Berlin;Germany;DDR Museum;4;6519;Speciality Museums
Berlin;Germany;Berlin Story Bunker;4.4;891;Speciality Museums ï History Museums
Berlin;Germany;Classic Remise Berlin;4.7;1151;Speciality Museums
Berlin;Germany;Neues Museum;4.4;5986;Speciality Museums ï Art Museums
Berlin;Germany;German Spy Museum Berlin;4.3;2561;Speciality Museums ï History Museums
Berlin;Germany;Hackescher Markt;4.3;1853;Architectural Buildings ï Shopping Malls
Berlin;Germany;Deutsches Technikmuseum;4.5;2461;Science Museums
Berlin;Germany;Stasi Museum;4.3;1944;Speciality Museums ï History Museums
Berlin;Germany;Alexanderplatz;3.9;4657;Points of Interest ï Landmarks
Berlin;Germany;KaDeWe;4.3;3195;Department Stores
Berlin;Germany;Charlottenburg Palace;4.2;3371;Historic Sites ï Castles
Berlin;Germany;Olympiastadion Berlin;4.4;2972;Arenas ï Stadiums
Berlin;Germany;Memorial and Museum Sachsenhausen;4.7;2668;Historic Sites
Berlin;Germany;Gem‰ldegalerie;4.6;2160;Art Museums
Berlin;Germany;Mauerpark Flohmarkt;4.2;968;Flea ï Street Markets
Berlin;Germany;Tr‰nenpalast;4.6;2150;History Museums
Bavaria;Germany;Marienplatz;4.5;25795;Points of Interest ï Landmarks
Bavaria;Germany;Neuschwanstein Castle;4.4;18167;Points of Interest ï Landmarks ï Architectural Buildings
Bavaria;Germany;English Garden;4.6;18159;Parks
Bavaria;Germany;BMW Welt;4.4;10126;Speciality Museums
Bavaria;Germany;Munich Residenz;4.5;5783;Speciality Museums
Bavaria;Germany;Dachau Concentration Camp Memorial Site;4.7;6476;Historic Sites
Bavaria;Germany;Allianz Arena;4.5;7567;Arenas ï Stadiums
Bavaria;Germany;Nymphenburg Palace;4.5;7502;Historic Sites
Bavaria;Germany;Deutsches Museum;4.3;8001;Science Museums
Bavaria;Germany;Asamkirche;4.6;2856;Historic Sites ï Architectural Buildings
Bavaria;Germany;Zugspitze;4.7;4254;Mountains ï Ski ï Snowboard Areas
Bavaria;Germany;Viktualienmarkt;4.5;3660;Flea ï Street Markets ï Farmers Markets
Bavaria;Germany;Olympiapark;4.4;4927;Arenas ï Stadiums
Bavaria;Germany;Old Town (Rothenburg ob der Tauber);4.8;3470;Historic Sites ï Points of Interest ï Landmarks
Bavaria;Germany;BMW Museum;4.4;6790;Speciality Museums
Bavaria;Germany;Alte Pinakothek;4.5;2771;Art Museums
Bavaria;Germany;Lake Kˆnigssee;4.6;2989;Bodies of Water
Bavaria;Germany;PLAYMOBIL FunPark;4.6;1269;Amusement ï Theme Parks
Bavaria;Germany;Linderhof Palace;4.6;2674;Castles
Bavaria;Germany;Partnach Gorge;4.7;2586;Nature ï Wildlife Areas
Bavaria;Germany;New Town Hall (Neues Rathaus);4.6;4573;Architectural Buildings ï Government Buildings
Bavaria;Germany;Old Town (Nuremberg);4.6;1957;Points of Interest ï Landmarks
Bavaria;Germany;Oktoberfest;4.5;1736;Food ï Drink Festivals
Bavaria;Germany;W¸rzburg Residence;4.6;2766;Castles
Bavaria;Germany;Eagle's Nest;4.3;3068;Historic Sites ï Points of Interest ï Landmarks
Bavaria;Germany;Bamberg Old Town;4.7;2198;Historic Sites
Bavaria;Germany;Imperial Castle of Nuremberg;4.3;3787;Castles
Bavaria;Germany;St. Lorenz Church;4.4;3746;Historic Sites ï Architectural Buildings
Bavaria;Germany;Hellabrunn Zoo;4.5;2428;Zoos ï Parks
Bavaria;Germany;Lake Chiemsee;4.6;972;Bodies of Water ï Points of Interest ï Landmarks
North Rhine-Westphalia;Germany;Cologne Cathedral;4.7;22457;Points of Interest ï Landmarks ï Architectural Buildings
North Rhine-Westphalia;Germany;Imhoff-Schokoladenmuseum;4;5885;Speciality Museums
North Rhine-Westphalia;Germany;Phantasialand;4.1;3574;Amusement ï Theme Parks
North Rhine-Westphalia;Germany;Konigsallee;4.3;3945;Points of Interest ï Landmarks
North Rhine-Westphalia;Germany;Basilica of St. Severin;4.7;3844;Religious Sites ï Churches ï Cathedrals
North Rhine-Westphalia;Germany;Classic Remise D¸sseldorf;4.6;1175;Speciality Museums
North Rhine-Westphalia;Germany;Rhine Tower;4.4;2815;Historic Walking Areas
North Rhine-Westphalia;Germany;KˆlnTriangle;4.5;2077;Observation Decks ï Towers
North Rhine-Westphalia;Germany;Museum Ludwig;4.4;1819;Art Museums
North Rhine-Westphalia;Germany;Old Town (Altstadt) (D¸sseldorf);4.4;3038;Points of Interest ï Landmarks
North Rhine-Westphalia;Germany;Rheinturm;4.3;3063;Observation Decks ï Towers
North Rhine-Westphalia;Germany;Augustusburg and Falkenlust Palaces, Br¸hl;4.6;1503;Historic Sites
North Rhine-Westphalia;Germany;Hohenzollern Bridge;4.3;3641;Points of Interest ï Landmarks ï Bridges
North Rhine-Westphalia;Germany;EL-DE Haus (NS Documentation Centre of the City of Cologne);4.4;1462;Speciality Museums
North Rhine-Westphalia;Germany;Cologne Zoo;4.4;2184;Zoos
North Rhine-Westphalia;Germany;Centro (Oberhausen);4.2;1023;Shopping Malls
North Rhine-Westphalia;Germany;Signal Iduna Park;4.7;1862;Arenas ï Stadiums
North Rhine-Westphalia;Germany;Botanischer Garten Kˆln;4.5;841;Gardens
North Rhine-Westphalia;Germany;Belgian Quarter (Cologne);4.4;1402;Neighborhoods
North Rhine-Westphalia;Germany;Rhine River;4.2;1175;Bodies of Water
North Rhine-Westphalia;Germany;Landschaftspark Duisburg-Nord;4.7;748;Parks
North Rhine-Westphalia;Germany;Wuppertal Suspension Railway;4.6;1209;Trams
North Rhine-Westphalia;Germany;Haus der Geschichte der Bundesrepublik Deutschland;4.7;1154;History Museums
North Rhine-Westphalia;Germany;Wallraf-Richartz Museum;4.5;754;Art Museums
North Rhine-Westphalia;Germany;Irrland;4.7;381;Parks ï Playgrounds
North Rhine-Westphalia;Germany;Schloss Burg;4.4;747;Castles
North Rhine-Westphalia;Germany;Drachenfels;4.2;897;Trams
North Rhine-Westphalia;Germany;Farina Fragrance Museum;4.3;897;Speciality Museums
North Rhine-Westphalia;Germany;Fischmarkt (Cologne);4.7;506;Flea ï Street Markets
North Rhine-Westphalia;Germany;Schloss Benrath;4.3;752;Historic Sites ï Natural History Museums
Hamburg;Germany;Miniatur Wunderland;4.8;23969;Speciality Museums ï Points of Interest ï Landmarks
Hamburg;Germany;Elbe Tunnel;4.4;5415;Historic Sites ï Historic Walking Areas
Hamburg;Germany;Speicherstadt;4.5;5106;Historic Walking Areas ï Architectural Buildings
Hamburg;Germany;Port of Hamburg;4.5;7373;Bodies of Water
Hamburg;Germany;Planten un Blomen;4.6;3745;Parks ï Gardens
Hamburg;Germany;Dialog im Dunkeln;4.8;884;Speciality Museums
Hamburg;Germany;Tierpark Hagenbeck;4.5;2514;Zoos
Hamburg;Germany;Elbphilharmonie Plaza;4.5;3884;Concerts ï Symphonies
Hamburg;Germany;Chocoversum by HACHEZ;4.5;1504;Speciality Museums
Hamburg;Germany;Chilehaus;4.5;4135;Points of Interest ï Landmarks ï Architectural Buildings
Hamburg;Germany;Hamburg Dungeon;4.2;2597;Speciality Museums ï Game ï Entertainment Centers
Hamburg;Germany;Schmidt's Tivoli;4.6;1529;Theaters
Hamburg;Germany;St. Michael's Church;4.5;4339;Architectural Buildings ï Religious Sites
Hamburg;Germany;Reeperbahn;3.5;2410;Neighborhoods ï Points of Interest ï Landmarks
Hamburg;Germany;International Maritime Museum;4.6;1332;Speciality Museums
Hamburg;Germany;HafenCity;4.6;1557;Neighborhoods ï Points of Interest ï Landmarks
Hamburg;Germany;Port of Hamburg (Landungsbr¸cken);4.4;2128;Piers ï Boardwalks
Hamburg;Germany;St. Nikolai Memorial;4.4;1033;Architectural Buildings ï History Museums
Hamburg;Germany;Hamburger Kunsthalle;4.3;915;Art Museums
Hamburg;Germany;U-434 Submarine Museum;4.1;969;Speciality Museums ï Points of Interest ï Landmarks
Hamburg;Germany;St. Pauli (Neighborhood);3.9;749;Neighborhoods
Hamburg;Germany;Hamburger Dom;4.2;673;Cultural Events
Hamburg;Germany;Fish Market;4.2;798;Flea ï Street Markets
Hamburg;Germany;Hamburg Christmas Market;4.5;947;Points of Interest ï Landmarks
Hamburg;Germany;Blankenese;4.6;665;Neighborhoods ï Points of Interest ï Landmarks
Hamburg;Germany;Portugiesenviertel;4.3;552;Points of Interest ï Landmarks
Hamburg;Germany;Neuengamme Concentration Camp Memorial;4.4;227;History Museums
Hamburg;Germany;Jungfernstieg;4.4;1150;Points of Interest ï Landmarks
Hamburg;Germany;Kontorhausviertel;4.4;1123;Neighborhoods
Hamburg;Germany;Lake Alster;4.4;1078;Bodies of Water
Saxony;Germany;Zwinger;4.6;4834;Historic Sites ï Points of Interest ï Landmarks
Saxony;Germany;Frauenkirche Dresden;4.7;6749;Points of Interest ï Landmarks ï Churches ï Cathedrals
Saxony;Germany;Green Vault (Gr¸nes Gewˆlbe);4.7;2591;Speciality Museums
Saxony;Germany;Monument to the Battle of the Nations;4.5;2192;Points of Interest ï Landmarks ï Monuments ï Statues
Saxony;Germany;Zoo Leipzig;4.6;2862;Zoos
Saxony;Germany;Old Masters Picture Gallery;4.7;1938;Art Museums
Saxony;Germany;Leipzig Central Station;4.4;1792;Architectural Buildings ï Shopping Malls
Saxony;Germany;Procession of Princes (F¸rstenzug);4.5;2683;Points of Interest ï Landmarks
Saxony;Germany;Konigstein Fortress;4.7;579;Historic Sites ï Castles
Saxony;Germany;Semperoper Dresden;4.6;1937;Operas ï Theaters
Saxony;Germany;Bastei Bridge;4.7;1099;Lookouts
Saxony;Germany;St. Thomas Church (Thomaskirche);4.6;1504;Churches ï Cathedrals
Saxony;Germany;Residenzschloss (Dresden Royal Palace);4.6;917;Architectural Buildings ï History Museums
