Destination;Country;Name;Avg_rating;No_votes;Historic_Heritage;Religion;Nature_Recreation;Culture_Art;Museums;Entertainment_Leisure;Shopping_Urban;Food_Drink;Winter_Sports;Scenic_Transport;Science_Technology;Beach;Mountains_and_trails;Landmark;Top_200_Popular
Nouvelle-Aquitaine;France;Bassins des Lumieres;4.5;850;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Nouvelle-Aquitaine;France;Rocher de la Vierge;4.4;3105;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Nouvelle-Aquitaine;France;Le Petit Train d'Artouste;4.4;941;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Nouvelle-Aquitaine;France;Miroir d'eau;4.5;6685;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Nouvelle-Aquitaine;France;Château de Ferrand;4.9;1425;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Chateau de Milandes;4.6;2022;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Nouvelle-Aquitaine;France;Oradour-sur-Glane;4.8;1655;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Vieux Port (La Rochelle);4.5;4728;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Grande Plage de Biarritz;4.6;1845;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Nouvelle-Aquitaine;France;Sarlat-la-Canéda Old Town;4.6;3270;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Nouvelle-Aquitaine;France;Les Jardins de Marqueyssac;4.4;2911;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Chateau de Saint-Emilion;4.5;694;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0
Nouvelle-Aquitaine;France;Marché de Sarlat;4.3;1474;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Bergerac Old Town;4.5;1242;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Les Jardins d'Eau;4.6;1081;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;AquaPark Hourtin;4.4;562;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Cathédrale Saint-André;4.4;2468;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Château de Castelnaud-la-Chapelle;4.4;2905;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Nouvelle-Aquitaine;France;Phare de Biarritz;4.4;2598;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Nouvelle-Aquitaine;France;Marché des Capucins;4.2;607;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Parc de l'Abeille;4.4;956;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Cité du Vin;4.5;1246;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Plage de la Corniche;4.4;1685;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Nouvelle-Aquitaine;France;Saint Jean de Luz Church;4.6;1517;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Nouvelle-Aquitaine;France;Monolithic Church of Saint-Emilion;4.6;1915;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Nouvelle-Aquitaine;France;Château de Commarque;4.5;1204;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Corsica;France;Palombaggia Beach;4.3;6177;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Santa Giulia Beach;4.0;5226;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Lavezzi Islands;4.4;4555;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Corsica;France;Saleccia Beach;4.4;1066;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Restonica Valley;4.4;1383;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Corsica;France;Rondinara Beach;4.6;1077;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Corsica Ferries;4.0;6830;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Corsica;France;Citadel of Calvi;4.6;3831;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Corsica;France;Tamariu Beach;4.6;954;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Petit Sperone Beach;3.9;1485;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Bonifacio Citadel;4.3;2704;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Corsica;France;King Aragon Steps;4.4;2394;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Corsica;France;Lotu Beach;4.5;526;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;A Cupulatta (Turtle Park);4.5;606;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Corsica;France;Roccapina Beach;4.4;427;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Plage de Palombaggia;4.4;484;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Aiguilles de Bavella;4.7;1630;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Corsica;France;Plage de Cala Rossa;4.2;622;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Grotte de Bonifacio;4.7;1226;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Corsica;France;Vallee du Fango;4.6;485;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Corsica;France;Foret de l'Ospedale;4.5;624;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Corsica;France;Ostriconi Beach;4.2;363;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Pinarello Beach;4.4;610;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Cala d'Arana;4.3;366;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;U Porcu Ranger;4.9;492;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Corsica;France;Desert des Agriates;4.5;378;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Corsica;France;Notre-Dame de la Serra Chapel;4.6;1070;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Corsica;France;Arone Beach;4.6;713;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Corsica;France;Reserve Naturelle de Scandola;4.8;612;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Corsica;France;Plage de Stagnoli;4.6;264;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Lyon;France;Basilica of Notre-Dame de Fourviere;4.6;11845;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Lyon;France;Vieux Lyon;4.6;6825;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lyon;France;Parc de la Tete d'Or;4.6;11813;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Lyon;France;Museum of Miniatures and Cinema (Musee Miniature et Cinema);4.6;5322;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lyon;France;Les Halles Paul Bocuse;4.4;4067;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lyon;France;Museum of Fine Arts of Lyon (Musée des Beaux-Arts de Lyon);4.4;2300;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Lyon;France;Musée des Confluences;4.1;4019;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lyon;France;Fourviere Hill;4.6;2721;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lyon;France;Mur des Canuts;4.6;1505;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lyon;France;Presqu'île;4.4;3090;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lyon;France;Roman Theatres of Fourviere;4.3;3243;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lyon;France;Groupama Stadium;4.6;1623;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Lyon;France;Lumiere Institute (Institut Lumiere);4.4;1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lyon;France;Lugdunum Museum;4.5;997;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lyon;France;Cathedral Saint Jean Baptiste;4.3;1825;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Lyon;France;La Presqu'ile;4.5;806;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lyon;France;Mini World Lyon;4.5;1818;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Lyon;France;Place Bellecour;3.9;2375;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lyon;France;La Croix-Rousse;4.2;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lyon;France;Fresque des Lyonnais;4.6;1195;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lyon;France;Resistance and Deportation History Centre (Centre d'Histoire de la Résistance et de la Déportation);4.3;594;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Lyon;France;Maison des Canuts;4.2;459;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lyon;France;Place des Terreaux;4.1;1120;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lyon;France;Montluc Prison;4.7;202;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lyon;France;La Part Dieu Shopping Centre;3.7;598;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lyon;France;Rhone River;4.2;189;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Lyon;France;Lyon Tourist Office;4.5;1139;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Lyon;France;Quai Saint-Antoine Market;4.5;79;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lyon;France;Zoo de Lyon;3.7;309;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Lyon;France;Funicular of Fourviere;4.3;1799;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
French Alps;France;Aiguille du Midi;4.7;8063;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0
French Alps;France;Mer de Glace;4.8;1628;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
French Alps;France;Montenvers Railway;4.2;2951;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
French Alps;France;Telecabine du Brevent;4.4;3017;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
French Alps;France;Panoramic Mont-Blanc Gondola;4.6;1148;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
French Alps;France;Les Arcs;4.2;1288;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
French Alps;France;Courchevel;4.0;1918;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
French Alps;France;Lac Blanc;4.6;551;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Alps;France;Lac d'Annecy;4.7;530;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Alps;France;Tramway du Mont-Blanc;4.3;923;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
French Alps;France;Ice Cave (Grotte de Glace);4.1;388;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Alps;France;Val Thorens;4.3;1222;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
French Alps;France;Lac de Gaube;4.7;982;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Alps;France;Parc de Merlet;4.4;807;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Alps;France;Calanques National Park;4.6;554;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Alps;France;Tignes;4.5;920;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
French Alps;France;Lake Annecy;4.5;436;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Alps;France;Promenade du Thiou;4.7;485;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Alps;France;Pointe d'Arve;4.8;424;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
French Alps;France;Saint-Laurent Archaeology Museum;4.7;394;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
French Alps;France;Notre Dame de La Salette;4.5;214;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
French Alps;France;Thermes de La Léchere-les-Bains;4.5;260;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
French Alps;France;Gorges de la Nesque;4.4;454;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
French Alps;France;Les Deux Alpes;3.9;595;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0
French Alps;France;Chateau de Menthon Saint-Bernard;4.2;511;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
French Alps;France;La Rosiere Ski Resort;4.2;279;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
French Alps;France;Portes du Soleil;4.6;361;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
French Alps;France;Montgenevre Ski Resort;4.2;511;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
French Alps;France;Lac d'Allos;4.8;393;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0
French Alps;France;Les Gets Ski Resort;4.5;716;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Castle Hill (Colline du Chateau);4.6;9901;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Provence-Alpes-Côte d'Azur;France;Old Town (Vieux Nice);4.6;12673;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Promenade des Anglais;4.5;15649;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Provence-Alpes-Côte d'Azur;France;Notre-Dame de la Garde Basilica;4.7;13594;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Calanques;4.8;4026;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Provence-Alpes-Côte d'Azur;France;Gorges du Verdon;4.8;1932;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Carrieres des Lumieres;4.7;7178;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Jardin Exotique d'Eze;4.6;2501;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Place Massena;4.4;5927;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Provence-Alpes-Côte d'Azur;France;Gorges du Loup;4.7;4062;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Sentier du Littoral (Cap d'Antibes);4.7;2208;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Villa Ephrussi de Rothschild;4.7;2679;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Colorado Provencal;4.4;4012;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Provence-Alpes-Côte d'Azur;France;Chateau d'If;4.3;1800;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Provence-Alpes-Côte d'Azur;France;Lerins Islands (Îles de Lérins);4.5;2162;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Parc Ornithologique de Pont de Gau;4.5;3371;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Lac de Sainte-Croix;4.7;1604;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Provence-Alpes-Côte d'Azur;France;St Nicholas Russian Orthodox Cathedral;4.3;2078;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Provence-Alpes-Côte d'Azur;France;La Méridionale Ferry;4.4;2097;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Ochre Trail (Sentier des Ocres);4.7;1605;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Cathédrale La Major;4.4;2628;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Massif de l'Esterel;4.8;1770;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Provence-Alpes-Côte d'Azur;France;Chateau La Coste;4.4;1119;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Mont Ventoux;4.7;1320;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Provence-Alpes-Côte d'Azur;France;Lemon Festival (Menton);4.9;285;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Antibes Old Town;4.4;2028;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Parc National de Port-Cros;4.9;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Provence-Alpes-Côte d'Azur;France;Le Panier;4.4;1448;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Corniche Kennedy;4.8;793;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Provence-Alpes-Côte d'Azur;France;Calanque de Port Pin;4.6;321;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Normandy;France;Mont-Saint-Michel;4.5;14952;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Normandy;France;Étretat Cliffs;4.8;5985;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Normandy;France;Claude Monet's Garden at Giverny;4.6;8260;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Normandy American Cemetery and Memorial;4.9;5943;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Normandy;France;Bayeux Tapestry;4.6;8588;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Mémorial de Caen;4.5;5008;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Omaha Beach;4.6;2367;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Normandy;France;Rouen Cathedral;4.6;4718;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Normandy;France;Airborne Museum;4.7;2689;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Bayeux Cathedral;4.6;4076;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Normandy;France;Cité de la Mer;4.1;2707;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Normandy;France;Sainte-Catherine's Church;4.6;3126;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Normandy;France;Pointe du Hoc;4.6;2512;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Normandy;France;Honfleur Old Town;4.5;3830;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Normandy;France;Utah Beach D-Day Museum;4.7;1776;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Palais Benedictine;4.3;1998;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
Normandy;France;Les Jardins d'Étretat;4.4;1843;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Normandy;France;Dead Man's Corner Museum;4.5;1366;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Le Havre Beach;4.2;2191;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Normandy;France;Honfleur Old Harbour;4.5;1471;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Normandy;France;Rouen Old Town;4.4;2489;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Normandy;France;Bayeux War Cemetery;4.8;1711;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Normandy;France;Overlord Museum;4.4;1387;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Pont de Normandie;4.2;2315;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Normandy;France;Pegasus Bridge Museum;4.8;1166;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Normandy;France;Arromanches 360 Circular Cinema;4.3;2159;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Jardin Plume;4.9;378;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Normandy;France;Longues-sur-Mer German Battery;4.5;1257;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Memorial Museum of the Battle of Normandy;4.4;1934;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Normandy;France;Rue du Gros-Horloge;4.4;2060;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Brittany;France;St-Malo Intra-Muros;4.7;8130;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Sentier des Douaniers (GR34);4.8;3119;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Brittany;France;Océanopolis;3.8;3789;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Brittany;France;Dinan Old Town;4.7;2162;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Chateau de Fougeres;4.5;1256;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Vannes Historic Centre;4.6;2345;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Jardins de Brocéliande;4.6;2590;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Brittany;France;Sentier des Douaniers;4.8;2175;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brittany;France;Remparts de Saint-Malo;4.3;2748;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brittany;France;Grand Aquarium;3.9;3841;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Brittany;France;Ile de Batz;4.6;1650;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Brittany;France;Plage de l'Ile Vierge;4.6;1754;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Brittany;France;Cancale Oyster Market;4.7;968;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Brittany;France;Carnac Stones;4.2;2770;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Brittany;France;Château de Suscinio;4.3;1392;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Pointe du Raz;4.8;626;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Jardins de La Gacilly;4.8;385;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Brittany;France;Pointe du Grouin;4.7;2291;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Brittany;France;Foret de Brocéliande;4.6;677;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Brittany;France;Pointe du Raz;4.3;1775;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Fort La Latte;4.5;1514;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Sept-Iles Archipelago;4.7;928;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Brittany;France;Parc de Branféré;4.5;1288;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Brittany;France;Pointe de Pen-Hir;4.8;1003;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Port of Saint-Goustan;4.6;1391;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Brittany;France;Pointe de la Torche;4.5;1447;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Saint-Corentin Cathedral;4.5;1346;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Saint-Malo Port;4.3;1368;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brittany;France;Musée national de la Marine (Brest);4.3;825;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Brittany;France;Pink Granite Coast;4.9;438;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Casino of Monte-Carlo;4.1;4349;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Oceanographic Museum of Monaco;4.3;5566;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Collection de Voitures de S.A.S. le Prince de Monaco;4.6;1288;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Prince's Palace of Monaco;4.2;1978;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Monaco;Monaco;Jardins Saint Martin;4.4;1582;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Port de Fontvieille;4.4;2448;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Monaco;Monaco;Monte Carlo Harbor;4.4;3025;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Monaco;Monaco;Larvotto Beach;4.0;643;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Monaco;Monaco;Saint Nicholas Cathedral;4.3;1290;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Monaco;Monaco;Circuit de Monaco;4.5;376;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Exotic Garden of Monaco;4.5;886;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Princess Grace Rose Garden;4.5;484;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Metropole Shopping Monte-Carlo;4.3;371;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Monaco;Monaco;Monaco Grand Prix (Changing of the Guard);4.3;1266;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Monaco;Monaco;Grand Prix Race Track (sections);4.3;233;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Monaco;Monaco;Salle Garnier (Opera de Monte-Carlo);4.5;162;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Grimaldi Forum;4.4;246;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Casino Café de Paris;4.0;703;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Stade Louis II;3.8;200;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Port Hercule;4.4;286;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Monaco;Monaco;Chapelle Sainte Dévote;4.3;297;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Monaco;Monaco;Japanese Garden;4.6;278;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Larvotto Beach (Port Hercule);4.5;55;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Monaco;Monaco;Stade Louis II (Pool);4.1;51;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Casino Gardens;4.4;226;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Palace of Monaco;4.2;158;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;The Private Collection of Antique Cars of H.S.H. Prince Rainier III;4.3;43;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Statue of Juan Manuel Fangio;4.3;106;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Monaco;Monaco;Place du Palais;4.0;329;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Monaco;Monaco;Monaco Tourist Office;4.3;129;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Berlin;Germany;Reichstag Building;4.6;35744;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
