Destination;Country;Name;Avg_rating;No_votes;Historic_Heritage;Religion;Nature_Recreation;Culture_Art;Museums;Entertainment_Leisure;Shopping_Urban;Food_Drink;Winter_Sports;Scenic_Transport;Science_Technology;Beach;Mountains_and_trails;Landmark;Top_200_Popular
Sardinia;Italy;Cala Goloritze;4.8;2085;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;La Pelosa Beach;4.3;6260;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Spiaggia di Tuerredda;4.1;3808;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Cala Coticcio;4.7;1813;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Porto Giunco Beach;4.6;2660;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;La Maddalena Archipelago National Park;4.8;2851;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sardinia;Italy;Spiaggia di Mari Pintau;4.2;2040;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Spiaggia di Is Arutas;4.5;1906;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Porto Giunco;4.4;2357;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Capo Testa;4.7;1990;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Sardinia;Italy;Cala Gonone;4.5;2130;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Cala Brandinchi;4.6;1214;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Su Nuraxi di Barumini;4.5;1873;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sardinia;Italy;Mercato di San Benedetto;4.5;566;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Sardinia;Italy;Cala Luna;4.3;1244;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Spiaggia Grande di Calamoresca;4.3;1926;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Li Cossi Beach;4.3;1523;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Nuraghe Mannu;5.0;805;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Sardinia;Italy;Cala Cipolla;4.5;1542;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Spiaggia del Poetto;4.2;969;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Spiaggia Rena Bianca;4.5;1211;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sardinia;Italy;Cala Mariolu;4.5;988;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Gola di Gorropu;4.6;725;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sardinia;Italy;Porto Pino Beach;4.2;884;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Grotta di Nettuno;4.4;1593;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sardinia;Italy;Grotta del Bue Marino;4.6;1869;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sardinia;Italy;Cala Domestica;4.5;737;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
Sardinia;Italy;Cala Gonone (Boat Trips);4.3;1610;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Spiaggia del Principe;4.5;1125;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Sardinia;Italy;Bosa Old Town;4.4;1212;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Riga;Latvia;Old Town Riga;4.6;7331;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Riga;Latvia;Central Market;4.3;3628;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Riga;Latvia;Corner House (KGB Building);4.5;1701;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;House of the Blackheads;4.4;1960;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Riga;Latvia;Jurmala Beach;4.5;1913;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Riga;Latvia;Museum of the Occupation of Latvia;4.2;1871;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Riga Motor Museum;4.7;722;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;St. Peter's Church (Riga);4.4;2657;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Riga;Latvia;Town Hall Square;4.5;3098;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Riga;Latvia;Riga Art Nouveau Museum;4.4;1102;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Alberta Iela;4.7;1638;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Cathedral of Riga;4.5;838;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Riga;Latvia;Latvian Academy of Sciences Observation Deck;4.4;903;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
Riga;Latvia;Freedom Monument;4.2;2555;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Kemeri National Park;4.6;244;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Latvian Ethnographic Open-Air Museum;4.4;911;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Jewish Museum in Latvia;4.3;497;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Latvian National Opera;4.6;667;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Mezaparks;4.8;507;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Vermanes Garden;4.5;569;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;St. Peter's Church (Tower View);4.1;1234;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Cat House;4.0;975;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Riga Cathedral;4.2;1906;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Latvian National Museum of Art;4.4;444;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Riga National Zoo;4.2;892;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Riga;Latvia;National Library of Latvia;4.2;548;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Art Nouveau Architecture;4.7;548;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Latvian War Museum;4.1;826;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Riga;Latvia;Miera Iela;4.1;718;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Riga;Latvia;Elizabetes Iela;4.6;316;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Liechtenstein;Liechtenstein;Liechtenstein Center;4.0;677;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Liechtenstein;Liechtenstein;Liechtenstein National Museum;4.3;263;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Vaduz Castle;3.8;974;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Liechtenstein;Liechtenstein;Sareis Sesselbahn (Chairlift);4.6;61;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Liechtenstein;Liechtenstein;Stadtle Vaduz (Main Square);3.8;446;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Liechtenstein;Liechtenstein;Princely Wine Cellars of the Prince of Liechtenstein;4.3;105;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Kunstmuseum Liechtenstein;4.0;179;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Malbun Ski Resort;4.3;110;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Red House (Rotes Haus);4.1;96;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Liechtenstein;Liechtenstein;Old Rhine Bridge (Alte Rheinbrücke);4.2;99;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Liechtenstein;Liechtenstein;Vaduz Cathedral;3.9;260;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Liechtenstein;Liechtenstein;Liechtenstein National Postal Museum;4.0;233;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Städtle (Vaduz);4.4;8;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Liechtenstein;Liechtenstein;Eschnerberg;4.7;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Grand Casino Liechtenstein;4.0;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Galina Falconry;4.2;33;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Liechtenstein Treasure Chamber;3.8;59;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Horse Sculpture by Fernando Botero;4.0;29;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Rheinpark Stadion;3.9;25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Princes' Way Hike;5.0;6;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Liechtenstein;Liechtenstein;Parliament Building;4.1;25;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Casino Admiral Ruggell;3.6;16;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Malbi-Park;4.3;18;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Border Stone (Three Countries' Corner);4.4;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Three Horses Sculpture;4.0;28;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Parish Church of Triesen;4.0;38;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Liechtenstein;Liechtenstein;African King Sculpture (Vaduz);4.4;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Vaduz Town Hall;3.8;51;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Liechtenstein;Liechtenstein;Liechtensteiner Brauhaus;5.0;11;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Liechtenstein;Liechtenstein;Rätisches Museum;4.4;8;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Vilnius Old Town;4.6;6156;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Trakai Island Castle;4.5;3287;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Museum of Occupations and Freedom Fights (KGB Museum);4.4;3393;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Lukiskes Prison 2.0;4.9;726;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Gediminas Castle Tower;4.3;3671;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Vilnius Museum of Illusions;4.7;950;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Kaunas Old Town;4.3;1170;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Ninth Fort;4.6;493;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Atomic KGB Bunker Museum;4.9;189;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Hill of Three Crosses;4.3;1439;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Lithuania;Lithuania;Curonian Spit;4.7;962;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Uupis;4.1;1839;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Vilnius Cathedral;4.5;2017;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Vichy Aqua Park;4.4;904;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;St. Anne's Church;4.4;1363;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Cathedral (Kaunas);4.3;1925;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Palanga Beach;4.5;560;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Lithuania;Lithuania;Hill of Crosses;4.4;1517;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Lithuanian Sea Museum;4.4;300;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Sugihara House Museum;4.4;283;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Kaunas Castle;4.1;546;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Vilnius TV Tower;4.0;865;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Palanga Amber Museum;4.4;359;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Palace of the Grand Dukes of Lithuania;4.2;677;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Church of St. Peter and St. Paul;4.6;1228;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Dead Dunes (Mirusios kopos);4.7;442;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;M.K. Ciurlionio Memorial Museum;4.0;448;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Church of St. Casimir;4.5;467;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Lithuania;Lithuania;Akropolis (Shopping Mall);4.1;240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lithuania;Lithuania;Gedimino prospektas;4.2;461;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Chemin de la Corniche;4.6;1618;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Vianden Castle;4.5;1929;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Casemates du Bock;4.2;2489;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Mullerthal Trail;4.8;494;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Luxembourg;Luxembourg;Luxembourg American Cemetery and Memorial;4.7;1556;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Notre-Dame Cathedral (Cathedrale Notre-Dame);4.2;2122;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Grund;4.5;1321;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Panoramic Elevator of the Pfaffenthal;4.6;524;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;National Museum of Military History (Diekirch);4.8;417;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Grand Ducal Palace;4.0;1167;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;National Museum of History and Art (Musée national d'histoire et d'art);4.3;458;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Butterfly Garden Grevenmacher;4.5;280;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Parc Merveilleux;4.3;373;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Adolphe Bridge;4.3;395;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Luxembourg;Luxembourg;Wenzel Circular Walk;4.6;208;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Clausel Brasserie;4.9;199;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Luxembourg;National Museum of Natural History;4.0;147;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Place d'Armes;4.1;858;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Schéissendëmpel Waterfall;4.8;57;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Luxembourg;Luxembourg;Belle Etoile Shopping Center;4.2;98;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Bourscheid Castle;4.1;365;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Parc Central (Luxembourg);4.7;174;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;City Concorde Shopping Center;4.0;82;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Parc Municipal;4.4;186;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Vianden Castle;4.3;219;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Beaufort Castle;4.0;264;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Mudam Luxembourg Modern Art Museum (Musée d'Art Moderne Grand-Duc Jean);4.0;581;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Luxembourg;Luxembourg;Plateau du Saint-Esprit;4.5;152;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Petrusse Casemates;4.2;292;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Luxembourg;Luxembourg City History Museum;4.2;416;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Mdina Old City;4.7;13918;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;Malta;St. John's Co-Cathedral;4.7;12804;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Popeye Village Malta;4.0;7128;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Malta;Malta;Upper Barrakka Gardens;4.5;8639;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Lascaris War Rooms;4.7;5101;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Golden Bay;4.2;3625;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Malta;Malta;The Saluting Battery;4.5;3312;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Gozo Fast Ferry;4.6;3892;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Malta;Malta;Citadel;4.4;3302;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Blue Grotto;4.2;3031;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Malta National Aquarium;4.0;4825;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Malta;Malta;Fort St Elmo - National War Museum;4.4;3202;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Marsaxlokk Bay;4.1;3701;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Malta;Malta;Casa Rocca Piccola;4.6;1735;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Malta;Malta;St Peter's Pool;4.2;1625;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Malta;Malta;Gozo Channel Line;4.4;3087;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Malta;Malta;Valletta Waterfront;4.4;3202;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Malta;Malta;Hagar Qim Temples;4.5;2635;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Rotunda of Mosta (Mosta Dome);4.6;1915;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Malta;Malta;Mellieha Bay;4.4;724;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Malta;Malta;Mellieha Air Raid Shelter;4.6;2224;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Grand Master's Palace;3.9;1972;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Marsaxlokk (Fishing Village);4.4;2338;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Malta;Malta;Malta Classic Car Collection;4.7;1989;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Ghajn Tuffieha Bay;4.1;1556;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Malta;Malta;Blue Grotto (Inland Sea);4.5;3456;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Malta at War Museum;4.8;1503;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Malta;Malta;The Malta Experience;4.2;2503;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Malta;Malta;Paradise Bay;3.8;1314;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Malta;Malta;Hal Saflieni Hypogeum;4.4;1402;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Moldova;Moldova;Cricova Winery;4.5;535;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Moldova;Moldova;Dendrarium Park;4.5;338;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Valea Morilor Park;4.4;178;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Tighina Fortress;4.4;195;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Nativity Cathedral (Catedrala Nasterea Domnului);4.3;335;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Moldova;Moldova;Stefan cel Mare Central Park;4.2;570;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Old Orhei Archeological Complex;4.6;155;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Central Market (Piata Centrala);3.8;145;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Moldova;Moldova;Stephen the Great Monument;4.4;309;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Moldova;Moldova;MallDova Shopping Center;4.0;124;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Moldova;Moldova;Chisinau City Hall;4.5;125;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Moldova;Moldova;National Museum of History of Moldova;4.3;201;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Orhei Vechi Monastery Complex;4.6;123;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Curchi Monastery;4.7;65;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Moldova;Moldova;Central Railway Station (Chisinau);3.6;110;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Asconi Winery;4.4;78;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Moldova;Moldova;Old Orhei (Archaeological Site);4.2;120;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;National Museum of Art of Moldova;4.3;83;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;A.S. Pushkin House Museum;4.2;109;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Chateau Vartely Winery;4.5;67;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Moldova;Moldova;Suvorov Monument (Tiraspol);4.1;151;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Triumphal Arch (Chisinau);3.9;307;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Botanical Garden (Gradina Botanica);4.1;102;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Tipova Monastery;4.4;36;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Saharna Monastery;4.6;41;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;La La Play Beach & Events Park;4.7;15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Moldova;Moldova;"Memorial Complex ""Eternity""";4.0;135;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Moldova;Moldova;National Museum of Ethnography and Natural History;4.0;188;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;National Museum of Archaeology and History of Moldova;4.1;53;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Moldova;Moldova;Pedestrian Street (Chisinau);3.9;131;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Montenegro;Montenegro;Kotor Old City;4.6;6196;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Montenegro;Montenegro;Bay of Kotor;4.8;3085;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Budva Old Town;4.3;2497;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Our Lady of the Rocks;4.4;1760;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
Montenegro;Montenegro;Lipa Cave;4.8;796;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Skadar Lake National Park;4.4;1122;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Kotor Old City Walls;4.5;1853;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Montenegro;Montenegro;Mogren Beach;3.9;1178;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Montenegro;Montenegro;Black Lake (Crno Jezero);4.7;891;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Tara River Canyon;4.7;826;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Porto Montenegro;4.5;894;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Montenegro;Montenegro;Ostrog Monastery;4.5;886;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Lovcen National Park;4.6;614;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Kotor Serpentine;4.6;303;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Montenegro;Montenegro;St. Tryphon Cathedral;4.7;1382;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Montenegro;Montenegro;Dancer Statue (Budva);4.3;894;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Tara Bridge (Ðurðeviæa Tara Bridge);4.6;810;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Montenegro;Montenegro;Njegos Mausoleum;4.5;566;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Montenegro;Montenegro;Sveti Stefan;3.9;561;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Montenegro;Montenegro;Jaz Beach;4.3;488;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Montenegro;Montenegro;Perast Old Town;4.5;386;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Montenegro;Montenegro;Serpentine Road (Kotor);4.8;256;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
